Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-8068;Confirmation of receipt-complete;Resource14;2011/07/05 08:44:33.356;Variant 6;6;Internet;General;Group 5;Resource14;task-28647;Confirmation of receipt;complete;Group 1;0.0
case-8068;T06 Determine necessity of stop advice-complete;Resource14;2011/07/05 08:45:08.567;Variant 6;6;Internet;General;Group 5;Resource14;task-30887;T06 Determine necessity of stop advice;complete;Group 1;35.211
case-8068;T02 Check confirmation of receipt-complete;Resource14;2011/07/05 08:48:01.826;Variant 6;6;Internet;General;Group 5;Resource14;task-30886;T02 Check confirmation of receipt;complete;Group 4;173.259
case-8068;T04 Determine confirmation of receipt-complete;Resource14;2011/07/05 08:48:20.709;Variant 6;6;Internet;General;Group 5;Resource14;task-30889;T04 Determine confirmation of receipt;complete;Group 3;18.883
case-8068;T05 Print and send confirmation of receipt-complete;Resource14;2011/07/05 08:48:54.412;Variant 6;6;Internet;General;Group 5;Resource14;task-30891;T05 Print and send confirmation of receipt;complete;Group 2;33.703
case-8068;T10 Determine necessity to stop indication-complete;Resource14;2011/07/15 14:03:46.734;Variant 6;6;Internet;General;Group 5;Resource14;task-31957;T10 Determine necessity to stop indication;complete;Group 1;882892.322
case-8077;Confirmation of receipt-complete;Resource04;2011/06/22 08:45:07.133;Variant 1;1;Internet;General;Group 5;Resource04;task-28662;Confirmation of receipt;complete;Group 1;0.0
case-8077;T02 Check confirmation of receipt-complete;Resource04;2011/06/22 08:45:24.919;Variant 1;1;Internet;General;Group 5;Resource04;task-29414;T02 Check confirmation of receipt;complete;Group 4;17.786
case-8077;T04 Determine confirmation of receipt-complete;Resource04;2011/06/22 08:45:44.302;Variant 1;1;Internet;General;Group 5;Resource04;task-29416;T04 Determine confirmation of receipt;complete;Group 3;19.383
case-8077;T05 Print and send confirmation of receipt-complete;Resource04;2011/06/22 08:46:09.708;Variant 1;1;Internet;General;Group 5;Resource04;task-29417;T05 Print and send confirmation of receipt;complete;Group 2;25.406
case-8077;T06 Determine necessity of stop advice-complete;Resource04;2011/06/22 08:50:26.977;Variant 1;1;Internet;General;Group 5;Resource04;task-29415;T06 Determine necessity of stop advice;complete;Group 1;257.269
case-8077;T10 Determine necessity to stop indication-complete;Resource04;2011/06/22 08:53:14.021;Variant 1;1;Internet;General;Group 5;Resource04;task-29418;T10 Determine necessity to stop indication;complete;Group 1;167.044
case-8079;Confirmation of receipt-complete;Resource26;2011/06/15 13:42:34.168;Variant 20;20;Internet;General;;Resource26;task-28666;Confirmation of receipt;complete;Group 1;0.0
case-8079;T02 Check confirmation of receipt-complete;Resource26;2011/06/15 21:01:15.678;Variant 20;20;Internet;General;;Resource26;task-28711;T02 Check confirmation of receipt;complete;Group 4;26321.51
case-8079;T03 Adjust confirmation of receipt-complete;Resource26;2011/06/15 21:01:53.785;Variant 20;20;Internet;General;;Resource26;task-28731;T03 Adjust confirmation of receipt;complete;Group 1;38.107
case-8079;T02 Check confirmation of receipt-complete;Resource10;2011/06/16 13:01:54.592;Variant 20;20;Internet;General;;Resource26;task-28732;T02 Check confirmation of receipt;complete;Group 4;57600.807
case-8081;Confirmation of receipt-complete;Resource16;2011/07/05 13:29:10.018;Variant 1;1;Internet;General;Group 8;Resource11;task-28667;Confirmation of receipt;complete;EMPTY;0.0
case-8081;T02 Check confirmation of receipt-complete;Resource16;2011/07/05 13:29:38.507;Variant 1;1;Internet;General;Group 8;Resource11;task-31062;T02 Check confirmation of receipt;complete;Group 4;28.489
case-8081;T04 Determine confirmation of receipt-complete;Resource16;2011/07/05 13:30:01.661;Variant 1;1;Internet;General;Group 8;Resource11;task-31064;T04 Determine confirmation of receipt;complete;Group 3;23.154
case-8081;T05 Print and send confirmation of receipt-complete;Resource16;2011/07/05 13:30:40.050;Variant 1;1;Internet;General;Group 8;Resource11;task-31065;T05 Print and send confirmation of receipt;complete;Group 2;38.389
case-8081;T06 Determine necessity of stop advice-complete;Resource16;2011/07/05 13:31:04.022;Variant 1;1;Internet;General;Group 8;Resource11;task-31063;T06 Determine necessity of stop advice;complete;Group 1;23.972
case-8081;T10 Determine necessity to stop indication-complete;Resource16;2011/07/05 13:31:29.451;Variant 1;1;Internet;General;Group 8;Resource11;task-31066;T10 Determine necessity to stop indication;complete;Group 1;25.429
case-8082;Confirmation of receipt-complete;Resource01;2011/07/13 09:53:25.176;Variant 1;1;Internet;General;Group 8;Resource11;task-28668;Confirmation of receipt;complete;EMPTY;0.0
case-8082;T02 Check confirmation of receipt-complete;Resource01;2011/07/13 09:53:50.512;Variant 1;1;Internet;General;Group 8;Resource11;task-31865;T02 Check confirmation of receipt;complete;Group 4;25.336
case-8082;T04 Determine confirmation of receipt-complete;Resource01;2011/07/13 09:54:09.035;Variant 1;1;Internet;General;Group 8;Resource11;task-31867;T04 Determine confirmation of receipt;complete;Group 3;18.523
case-8082;T05 Print and send confirmation of receipt-complete;Resource01;2011/07/13 09:54:31.016;Variant 1;1;Internet;General;Group 8;Resource11;task-31868;T05 Print and send confirmation of receipt;complete;Group 2;21.981
case-8082;T06 Determine necessity of stop advice-complete;Resource01;2011/07/13 09:54:46.981;Variant 1;1;Internet;General;Group 8;Resource11;task-31866;T06 Determine necessity of stop advice;complete;Group 1;15.965
case-8082;T10 Determine necessity to stop indication-complete;Resource01;2011/07/13 09:55:22.938;Variant 1;1;Internet;General;Group 8;Resource11;task-31869;T10 Determine necessity to stop indication;complete;Group 1;35.957
case-8083;Confirmation of receipt-complete;Resource16;2011/07/05 14:12:57.409;Variant 1;1;Internet;General;Group 8;Resource11;task-28669;Confirmation of receipt;complete;EMPTY;0.0
case-8083;T02 Check confirmation of receipt-complete;Resource16;2011/07/05 14:13:24.016;Variant 1;1;Internet;General;Group 8;Resource11;task-31084;T02 Check confirmation of receipt;complete;Group 4;26.607
case-8083;T04 Determine confirmation of receipt-complete;Resource16;2011/07/05 14:13:56.984;Variant 1;1;Internet;General;Group 8;Resource11;task-31086;T04 Determine confirmation of receipt;complete;Group 3;32.968
case-8083;T05 Print and send confirmation of receipt-complete;Resource16;2011/07/05 14:14:18.480;Variant 1;1;Internet;General;Group 8;Resource11;task-31087;T05 Print and send confirmation of receipt;complete;Group 2;21.496
case-8083;T06 Determine necessity of stop advice-complete;Resource16;2011/07/05 14:14:39.156;Variant 1;1;Internet;General;Group 8;Resource11;task-31085;T06 Determine necessity of stop advice;complete;Group 1;20.676
case-8083;T10 Determine necessity to stop indication-complete;Resource16;2011/07/05 14:15:03.558;Variant 1;1;Internet;General;Group 8;Resource11;task-31088;T10 Determine necessity to stop indication;complete;Group 1;24.402
case-8084;Confirmation of receipt-complete;Resource16;2011/07/08 09:26:23.650;Variant 1;1;Internet;General;Group 8;Resource11;task-28673;Confirmation of receipt;complete;EMPTY;0.0
case-8084;T02 Check confirmation of receipt-complete;Resource16;2011/07/08 09:26:56.265;Variant 1;1;Internet;General;Group 8;Resource11;task-31389;T02 Check confirmation of receipt;complete;Group 4;32.615
case-8084;T04 Determine confirmation of receipt-complete;Resource16;2011/07/08 09:27:23.002;Variant 1;1;Internet;General;Group 8;Resource11;task-31391;T04 Determine confirmation of receipt;complete;Group 3;26.737
case-8084;T05 Print and send confirmation of receipt-complete;Resource16;2011/07/08 09:27:45.467;Variant 1;1;Internet;General;Group 8;Resource11;task-31392;T05 Print and send confirmation of receipt;complete;Group 2;22.465
case-8084;T06 Determine necessity of stop advice-complete;Resource16;2011/07/08 09:28:11.385;Variant 1;1;Internet;General;Group 8;Resource11;task-31390;T06 Determine necessity of stop advice;complete;Group 1;25.918
case-8084;T10 Determine necessity to stop indication-complete;Resource16;2011/07/08 09:28:51.978;Variant 1;1;Internet;General;Group 8;Resource11;task-31393;T10 Determine necessity to stop indication;complete;Group 1;40.593
case-8092;Confirmation of receipt-complete;Resource13;2011/06/22 13:47:16.381;Variant 9;9;Internet;General;Group 5;Resource13;task-28686;Confirmation of receipt;complete;EMPTY;0.0
case-8092;T06 Determine necessity of stop advice-complete;Resource13;2011/06/22 13:51:58.810;Variant 9;9;Internet;General;Group 5;Resource13;task-29523;T06 Determine necessity of stop advice;complete;Group 1;282.429
case-8092;T02 Check confirmation of receipt-complete;Resource13;2011/06/22 13:52:31.680;Variant 9;9;Internet;General;Group 5;Resource13;task-29522;T02 Check confirmation of receipt;complete;EMPTY;32.87
case-8092;T10 Determine necessity to stop indication-complete;Resource13;2011/06/22 13:52:50.457;Variant 9;9;Internet;General;Group 5;Resource13;task-29524;T10 Determine necessity to stop indication;complete;Group 1;18.777
case-8092;T04 Determine confirmation of receipt-complete;Resource13;2011/06/22 13:53:38.453;Variant 9;9;Internet;General;Group 5;Resource13;task-29525;T04 Determine confirmation of receipt;complete;EMPTY;47.996
case-8092;T05 Print and send confirmation of receipt-complete;Resource13;2011/06/22 13:54:35.854;Variant 9;9;Internet;General;Group 5;Resource13;task-29528;T05 Print and send confirmation of receipt;complete;Group 2;57.401
case-8093;Confirmation of receipt-complete;Resource04;2011/06/22 10:31:37.672;Variant 1;1;Internet;General;Group 5;Resource04;task-28688;Confirmation of receipt;complete;Group 1;0.0
case-8093;T02 Check confirmation of receipt-complete;Resource04;2011/06/22 10:32:09.283;Variant 1;1;Internet;General;Group 5;Resource04;task-29446;T02 Check confirmation of receipt;complete;Group 4;31.611
case-8093;T04 Determine confirmation of receipt-complete;Resource04;2011/06/22 10:32:41.570;Variant 1;1;Internet;General;Group 5;Resource04;task-29448;T04 Determine confirmation of receipt;complete;Group 3;32.287
case-8093;T05 Print and send confirmation of receipt-complete;Resource04;2011/06/22 10:33:14.640;Variant 1;1;Internet;General;Group 5;Resource04;task-29449;T05 Print and send confirmation of receipt;complete;Group 2;33.07
case-8093;T06 Determine necessity of stop advice-complete;Resource04;2011/06/22 15:11:01.976;Variant 1;1;Internet;General;Group 5;Resource04;task-29447;T06 Determine necessity of stop advice;complete;Group 1;16667.336
case-8093;T10 Determine necessity to stop indication-complete;Resource04;2011/06/22 15:11:24.768;Variant 1;1;Internet;General;Group 5;Resource04;task-29571;T10 Determine necessity to stop indication;complete;Group 1;22.792
case-8098;Confirmation of receipt-complete;Resource13;2011/07/04 11:28:30.205;Variant 1;1;Desk;General;Group 5;Resource13;task-28713;Confirmation of receipt;complete;EMPTY;0.0
case-8098;T02 Check confirmation of receipt-complete;Resource13;2011/07/04 11:31:29.068;Variant 1;1;Desk;General;Group 5;Resource13;task-30731;T02 Check confirmation of receipt;complete;EMPTY;178.863
case-8098;T04 Determine confirmation of receipt-complete;Resource13;2011/07/04 11:32:00.667;Variant 1;1;Desk;General;Group 5;Resource13;task-30735;T04 Determine confirmation of receipt;complete;EMPTY;31.599
case-8098;T05 Print and send confirmation of receipt-complete;Resource13;2011/07/04 11:32:47.755;Variant 1;1;Desk;General;Group 5;Resource13;task-30736;T05 Print and send confirmation of receipt;complete;EMPTY;47.088
case-8098;T06 Determine necessity of stop advice-complete;Resource13;2011/07/04 11:33:04.137;Variant 1;1;Desk;General;Group 5;Resource13;task-30732;T06 Determine necessity of stop advice;complete;Group 1;16.382
case-8098;T10 Determine necessity to stop indication-complete;Resource13;2011/07/04 11:33:23.885;Variant 1;1;Desk;General;Group 5;Resource13;task-30739;T10 Determine necessity to stop indication;complete;Group 1;19.748
case-8099;Confirmation of receipt-complete;admin2;2011/08/09 14:37:33.620;Variant 3;3;Internet;Customer contact;;admin3;task-28714;Confirmation of receipt;complete;EMPTY;0.0
case-8100;Confirmation of receipt-complete;Resource06;2011/06/20 09:03:00.459;Variant 1;1;Internet;General;Group 5;Resource06;task-28715;Confirmation of receipt;complete;Group 1;0.0
case-8100;T02 Check confirmation of receipt-complete;Resource06;2011/06/20 09:19:35.449;Variant 1;1;Internet;General;Group 5;Resource06;task-29085;T02 Check confirmation of receipt;complete;Group 4;994.99
case-8100;T04 Determine confirmation of receipt-complete;Resource06;2011/06/20 09:19:53.648;Variant 1;1;Internet;General;Group 5;Resource06;task-29094;T04 Determine confirmation of receipt;complete;Group 3;18.199
case-8100;T05 Print and send confirmation of receipt-complete;Resource06;2011/06/20 09:20:10.860;Variant 1;1;Internet;General;Group 5;Resource06;task-29095;T05 Print and send confirmation of receipt;complete;Group 2;17.212
case-8100;T06 Determine necessity of stop advice-complete;Resource06;2011/06/20 09:20:34.147;Variant 1;1;Internet;General;Group 5;Resource06;task-29086;T06 Determine necessity of stop advice;complete;Group 1;23.287
case-8100;T10 Determine necessity to stop indication-complete;Resource06;2011/06/20 11:00:29.389;Variant 1;1;Internet;General;Group 5;Resource06;task-29096;T10 Determine necessity to stop indication;complete;Group 1;5995.242
case-8102;Confirmation of receipt-complete;Resource13;2011/06/27 13:30:22.026;Variant 11;11;Internet;General;Group 5;Resource13;task-28717;Confirmation of receipt;complete;EMPTY;0.0
case-8102;T02 Check confirmation of receipt-complete;Resource13;2011/06/27 13:31:56.502;Variant 11;11;Internet;General;Group 5;Resource13;task-29835;T02 Check confirmation of receipt;complete;EMPTY;94.476
case-8102;T04 Determine confirmation of receipt-complete;Resource13;2011/06/27 13:32:28.618;Variant 11;11;Internet;General;Group 5;Resource13;task-29837;T04 Determine confirmation of receipt;complete;EMPTY;32.116
case-8102;T06 Determine necessity of stop advice-complete;Resource13;2011/06/27 13:32:52.784;Variant 11;11;Internet;General;Group 5;Resource13;task-29836;T06 Determine necessity of stop advice;complete;Group 1;24.166
case-8102;T05 Print and send confirmation of receipt-complete;Resource13;2011/06/27 13:33:22.251;Variant 11;11;Internet;General;Group 5;Resource13;task-29838;T05 Print and send confirmation of receipt;complete;EMPTY;29.467
case-8102;T10 Determine necessity to stop indication-complete;Resource13;2011/06/27 13:33:45.679;Variant 11;11;Internet;General;Group 5;Resource13;task-29839;T10 Determine necessity to stop indication;complete;Group 1;23.428
